date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:14:20	6812/6812	---M--	200	added ('OK')	text/css	etag:%221a9c-608f0e1f063e8%22	https://nitkkr.ac.in/wp-content/plugins/ajax-search-lite/css/style-underline.css	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/plugins/ajax-search-lite/css/style-underline.css	(from https://nitkkr.ac.in/)
17:14:20	22127/22127	---M--	200	added ('OK')	text/css	etag:%22566f-5ec8a403dfec0%22	https://nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=f0b633e7	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min83e8.css	(from https://nitkkr.ac.in/)
17:14:20	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2215601-60b9767904fcf%22	https://nitkkr.ac.in/wp-includes/js/jquery/jquery.min.js	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-includes/js/jquery/jquery.min.js	(from https://nitkkr.ac.in/)
17:14:21	13583/13583	---MC-	200	added ('OK')	application/rss+xml	etag:%22840f9cea5f0670ea036dbbd8fa2f6fef%22	https://nitkkr.ac.in/?feed=rss2	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexd784.html	(from https://nitkkr.ac.in/)
17:14:21	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-608fd0f73702a%22	https://nitkkr.ac.in/wp-includes/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-includes/js/jquery/jquery-migrate.min.js	(from https://nitkkr.ac.in/)
17:14:21	1616/1616	---M--	200	added ('OK')	application/rss+xml	etag:%22840f9cea5f0670ea036dbbd8fa2f6fef%22	https://nitkkr.ac.in/?feed=comments-rss2	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexa6da.html	(from https://nitkkr.ac.in/)
17:14:21	381429/381429	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:20%20GMT	https://nitkkr.ac.in/?page_id=922&lang=hi	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index926e.html	(from https://nitkkr.ac.in/)
17:14:21	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:22%20GMT	https://nitkkr.ac.in/?post_type=tribe_events&ical=1	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexc074.html	(from https://nitkkr.ac.in/)
17:14:22	100/100	---M--	401	error ('Unauthorized')	application/json	date:Sun,%2017%20Mar%202024%2011:44:22%20GMT	https://nitkkr.ac.in/index.php?rest_route=/	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index.1552f0.delayed	(from https://nitkkr.ac.in/)
17:14:22	100/100	---M--	401	error ('Unauthorized')	application/json	date:Sun,%2017%20Mar%202024%2011:44:23%20GMT	https://nitkkr.ac.in/index.php?rest_route=/wp/v2/pages/5	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index5f57.php	(from https://nitkkr.ac.in/)
17:14:23	800/800	---M--	200	added ('OK')	text/xml	date:Sun,%2017%20Mar%202024%2011:44:23%20GMT	https://nitkkr.ac.in/xmlrpc.php?rsd	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/xmlrpc0db0.php	(from https://nitkkr.ac.in/)
17:14:23	100/100	---M--	401	error ('Unauthorized')	application/json	date:Sun,%2017%20Mar%202024%2011:44:24%20GMT	https://nitkkr.ac.in/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fnitkkr.ac.in%2F	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexca93.php	(from https://nitkkr.ac.in/)
17:14:24	100/100	---M--	401	error ('Unauthorized')	application/json	date:Sun,%2017%20Mar%202024%2011:44:24%20GMT	https://nitkkr.ac.in/index.php?rest_route=/tribe/events/v1/	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index8b30.php	(from https://nitkkr.ac.in/)
17:14:24	2608/2608	---M--	200	added ('OK')	image/png	etag:%22a30-606331e642d58%22	https://nitkkr.ac.in/wp-content/uploads/2023/09/cropped-nitlogo-1-32x32.png	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2023/09/cropped-nitlogo-1-32x32.png	(from https://nitkkr.ac.in/)
17:14:24	51251/51251	---M--	200	added ('OK')	image/png	etag:%22c833-606331e63cf96%22	https://nitkkr.ac.in/wp-content/uploads/2023/09/cropped-nitlogo-1-192x192.png	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2023/09/cropped-nitlogo-1-192x192.png	(from https://nitkkr.ac.in/)
17:14:24	45838/45838	---M--	200	added ('OK')	image/png	etag:%22b30e-606331e6415e7%22	https://nitkkr.ac.in/wp-content/uploads/2023/09/cropped-nitlogo-1-180x180.png	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2023/09/cropped-nitlogo-1-180x180.png	(from https://nitkkr.ac.in/)
17:14:24	5360/5360	---M--	200	added ('OK')	text/css	etag:%2214f0-5e92cdc55da00%22	https://nitkkr.ac.in/wp-content/themes/nitkkr/css/responsive.css	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/themes/nitkkr/css/responsive.css	(from https://nitkkr.ac.in/)
17:14:25	293430/293430	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-47a36%22	https://code.jquery.com/jquery-1.12.4.js	C:/My%20Web%20Sites/nitklkkjkjk/code.jquery.com/jquery-1.12.4.js	(from https://nitkkr.ac.in/)
17:14:25	41234/41234	---M--	200	added ('OK')	application/javascript	etag:%22a112-5ec8a403dfec0%22	https://nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/n2.min.js?ver=f0b633e7	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/n2.min83e8.js	(from https://nitkkr.ac.in/)
17:14:26	13218/13218	---M--	200	added ('OK')	application/javascript	etag:%2233a2-5ec8a403dfec0%22	https://nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Slider/SliderType/Simple/Assets/dist/ss-simple.min.js?ver=f0b633e7	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Slider/SliderType/Simple/Assets/dist/ss-simple.min83e8.js	(from https://nitkkr.ac.in/)
17:14:26	113467/113467	---M--	200	added ('OK')	application/javascript	etag:%221bb3b-5ec8a403dfec0%22	https://nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min.js?ver=f0b633e7	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider-frontend.min83e8.js	(from https://nitkkr.ac.in/)
17:14:26	1246/1246	---M--	200	added ('OK')	application/javascript	etag:%224de-5ec8a403dfec0%22	https://nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Arrow/ArrowImage/Assets/dist/w-arrow-image.min.js?ver=f0b633e7	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Widget/Arrow/ArrowImage/Assets/dist/w-arrow-image.min83e8.js	(from https://nitkkr.ac.in/)
17:14:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Mar%202024%2011:44:27%20GMT	https://nitkkr.ac.in/registrar@nitkkr.ac.in	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/registrar@nitkkr.ac.in	(from https://nitkkr.ac.in/)
17:14:27	3256/3256	---M--	200	added ('OK')	image/jpeg	etag:%22cb8-60ee30b07bb92%22	https://nitkkr.ac.in/wp-content/uploads/2023/11/60-year-logo-140720223-e1705218165789.jpg	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2023/11/60-year-logo-140720223-e1705218165789.jpg	(from https://nitkkr.ac.in/)
17:14:31	144491/144491	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:28%20GMT	https://nitkkr.ac.in/?page_id=126	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index8a21.html	(from https://nitkkr.ac.in/)
17:14:31	137505/137505	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:29%20GMT	https://nitkkr.ac.in/?page_id=372	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexc7dc.html	(from https://nitkkr.ac.in/)
17:14:32	122206/122206	---M--	200	added ('OK')	application/pdf	etag:%221dd5e-5e92cfde48cc0%22	https://nitkkr.ac.in/wp-content/uploads/2021/12/Medical-reimbursement-form.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2021/12/Medical-reimbursement-form.pdf	(from https://nitkkr.ac.in/)
17:14:32	1057851/1057851	---M--	200	added ('OK')	application/pdf	etag:%2210243b-5e92cf2916140%22	https://nitkkr.ac.in/wp-content/uploads/2022/03/ESS-EMP-LOGIN.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2022/03/ESS-EMP-LOGIN.pdf	(from https://nitkkr.ac.in/)
17:14:32	4799/4799	---M--	200	added ('OK')	text/html	etag:%2212bf-5fc827632fff8%22	https://nitkkr.ac.in/29012020/racs.html	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/29012020/racs.html	(from https://nitkkr.ac.in/)
17:14:33	138838/138838	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:32%20GMT	https://nitkkr.ac.in/?page_id=380	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index7425.html	(from https://nitkkr.ac.in/)
17:14:34	135698/135698	---M--	200	added ('OK')	application/pdf	etag:%2221212-6107d32432e87%22	https://nitkkr.ac.in/wp-content/uploads/2024/02/Placement-Team-2023-24updated.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2024/02/Placement-Team-2023-24updated.pdf	(from https://nitkkr.ac.in/)
17:14:34	148678/148678	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:33%20GMT	https://nitkkr.ac.in/?page_id=35883	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index8539.html	(from https://nitkkr.ac.in/)
17:14:34	143479/143479	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:34%20GMT	https://nitkkr.ac.in/?page_id=5618	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index5e36.html	(from https://nitkkr.ac.in/)
17:14:36	137334/137334	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:35%20GMT	https://nitkkr.ac.in/?page_id=382	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index92fd.html	(from https://nitkkr.ac.in/)
17:14:38	321948/321948	---M--	200	added ('OK')	application/pdf	etag:%224e99c-5e92cf783dc00%22	https://nitkkr.ac.in/wp-content/uploads/2021/09/TP_Cell_Guidelines.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2021/09/TP_Cell_Guidelines.pdf	(from https://nitkkr.ac.in/)
17:14:38	137831/137831	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:36%20GMT	https://nitkkr.ac.in/?page_id=384	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index956a.html	(from https://nitkkr.ac.in/)
17:14:39	1949044/1949044	---M--	200	added ('OK')	application/pdf	etag:%221dbd74-5f82e74751b0c%22	https://nitkkr.ac.in/wp-content/uploads/2023/03/Training-Placement-Brochure-2022-23_compressed-2.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2023/03/Training-Placement-Brochure-2022-23_compressed-2.pdf	(from https://nitkkr.ac.in/)
17:14:40	146030/146030	---M--	200	added ('OK')	application/pdf	etag:%2223a6e-5e92cf7931e40%22	https://nitkkr.ac.in/wp-content/uploads/2021/09/PLACEMENT_PROTOCOL_1.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2021/09/PLACEMENT_PROTOCOL_1.pdf	(from https://nitkkr.ac.in/)
17:14:40	144345/144345	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:40%20GMT	https://nitkkr.ac.in/?page_id=138	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index66d0.html	(from https://nitkkr.ac.in/)
17:14:40	136894/136894	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:40%20GMT	https://nitkkr.ac.in/?page_id=32633	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index8383.html	(from https://nitkkr.ac.in/)
17:14:41	686231/686231	---M--	200	added ('OK')	application/pdf	etag:%22a7897-5e92cf7b1a2c0%22	https://nitkkr.ac.in/wp-content/uploads/2021/09/UG-Internship-Guidelines_final-08042021.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2021/09/UG-Internship-Guidelines_final-08042021.pdf	(from https://nitkkr.ac.in/)
17:14:43	136869/136869	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:41%20GMT	https://nitkkr.ac.in/?page_id=227	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexa584.html	(from https://nitkkr.ac.in/)
17:14:43	232014/232014	---M--	200	added ('OK')	application/pdf	etag:%2238a4e-5e92cf7931e40%22	https://nitkkr.ac.in/wp-content/uploads/2021/09/Build-a-Relationship-converted_1.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2021/09/Build-a-Relationship-converted_1.pdf	(from https://nitkkr.ac.in/)
17:14:43	137725/137725	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:42%20GMT	https://nitkkr.ac.in/?page_id=24	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index16e4.html	(from https://nitkkr.ac.in/)
17:14:44	676010/676010	---M--	200	added ('OK')	application/pdf	etag:%22a50aa-60938f501c709%22	https://nitkkr.ac.in/wp-content/uploads/2023/11/Website-Update-_-Invitation.030823.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2023/11/Website-Update-_-Invitation.030823.pdf	(from https://nitkkr.ac.in/)
17:14:47	139677/139677	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:44%20GMT	https://nitkkr.ac.in/?page_id=689	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index451a.html	(from https://nitkkr.ac.in/)
17:14:47	145454/145454	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:45%20GMT	https://nitkkr.ac.in/?page_id=691	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index1812.html	(from https://nitkkr.ac.in/)
17:14:47	548421/548421	---M--	200	added ('OK')	application/pdf	etag:%2285e45-5e92cf7931e40%22	https://nitkkr.ac.in/wp-content/uploads/2021/09/Reach-Us.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2021/09/Reach-Us.pdf	(from https://nitkkr.ac.in/)
17:14:48	185822/185822	---M--	200	added ('OK')	application/pdf	etag:%222d5de-5e92cf7a26080%22	https://nitkkr.ac.in/wp-content/uploads/2021/09/Frequently_Asked_Questions.pdf	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/wp-content/uploads/2021/09/Frequently_Asked_Questions.pdf	(from https://nitkkr.ac.in/)
17:14:51	147640/147640	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:48%20GMT	https://nitkkr.ac.in/?page_id=694	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexf842.html	(from https://nitkkr.ac.in/)
17:14:51	138063/138063	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:49%20GMT	https://nitkkr.ac.in/?page_id=217	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index8736.html	(from https://nitkkr.ac.in/)
17:14:55	144792/144792	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:52%20GMT	https://nitkkr.ac.in/?page_id=728	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index97a6.html	(from https://nitkkr.ac.in/)
17:14:55	142361/142361	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:52%20GMT	https://nitkkr.ac.in/?page_id=730	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexcd71.html	(from https://nitkkr.ac.in/)
17:14:58	143262/143262	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:56%20GMT	https://nitkkr.ac.in/?page_id=732	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index872d.html	(from https://nitkkr.ac.in/)
17:14:58	137554/137554	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:44:56%20GMT	https://nitkkr.ac.in/?page_id=209	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexccb4.html	(from https://nitkkr.ac.in/)
17:15:02	140988/140988	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:00%20GMT	https://nitkkr.ac.in/?page_id=707	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index763e.html	(from https://nitkkr.ac.in/)
17:15:02	143282/143282	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:00%20GMT	https://nitkkr.ac.in/?page_id=703	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexfdde.html	(from https://nitkkr.ac.in/)
17:15:06	137324/137324	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:03%20GMT	https://nitkkr.ac.in/?page_id=705	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index3390.html	(from https://nitkkr.ac.in/)
17:15:06	136656/136656	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:04%20GMT	https://nitkkr.ac.in/?page_id=714	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexe9c7.html	(from https://nitkkr.ac.in/)
17:15:09	139647/139647	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:07%20GMT	https://nitkkr.ac.in/?page_id=221	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexa35a.html	(from https://nitkkr.ac.in/)
17:15:09	138778/138778	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:07%20GMT	https://nitkkr.ac.in/?page_id=750	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexd85f.html	(from https://nitkkr.ac.in/)
17:15:13	138511/138511	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:10%20GMT	https://nitkkr.ac.in/?page_id=26217	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index28cd.html	(from https://nitkkr.ac.in/)
17:15:13	136707/136707	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:11%20GMT	https://nitkkr.ac.in/?page_id=32618	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index9448.html	(from https://nitkkr.ac.in/)
17:15:17	137510/137510	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:14%20GMT	https://nitkkr.ac.in/?page_id=759	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index6e40.html	(from https://nitkkr.ac.in/)
17:15:17	139550/139550	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:14%20GMT	https://nitkkr.ac.in/?page_id=745	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/indexa15b.html	(from https://nitkkr.ac.in/)
17:15:21	138807/138807	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:18%20GMT	https://nitkkr.ac.in/?page_id=757	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index57be.html	(from https://nitkkr.ac.in/)
17:15:21	138711/138711	---MC-	200	added ('OK')	text/html	date:Sun,%2017%20Mar%202024%2011:45:18%20GMT	https://nitkkr.ac.in/?page_id=755	C:/My%20Web%20Sites/nitklkkjkjk/nitkkr.ac.in/index3989.html	(from https://nitkkr.ac.in/)
